"number","title","pageid","namespace","length","touched"
"12730","Rond_Vidar","2565774","","6686","20190220011922"
"12731","Rong_Li","47981132","","25763","20190226081146"
"12732","Roop_Mallik","43970208","","2415","20190203060413"
"12733","Rory_Jack_Thompson","58822226","","14741","20190219223424"
"12734","Rory_Swann","55544896","","171","20190221113824"
"12735","Rosa_Lee","48326488","","9649","20190226225431"
"12736","Rosalind_Franklin","90472","","129825","20190226171710"
"12737","Rosalind_Franklin:_The_Dark_Lady_of_DNA","56734836","","2919","20190225040515"
"12738","Rosalyn_Sussman_Yalow","727467","","25345","20190224123747"
"12739","Rosanna_Capolingua","15929990","","3539","20190207024150"
"12740","Rose-Lynn_Fisher","49637766","","5342","20190203061852"
"12741","Rose_Amal","51002773","","11208","20190222045832"
"12742","Rose_Whelan_Sedgewick","41268608","","3340","20190219222422"
"12743","Rose_and_Thorn","2879397","","5412","20190217173920"
"12744","Rosemary_Askin","50914061","","8788","20190219222947"
"12745","Rosemary_R._Haggett","55488976","","3983","20190203062932"
"12746","Rosemary_Redfield","51758796","","5917","20190224224849"
"12747","Roshen_Mustafayev","48381860","","2759","20190224215827"
"12748","Rosita_Worl","54645512","","1622","20190219223159"
"12749","Ross_Beever","43390432","","6211","20190219222548"
"12750","Ross_H._McKenzie","18541530","","3411","20190219220351"
"12751","Rostislaw_Kaischew","8659815","","1788","20190219213731"
"12752","Rotwang","2783471","","5657","20190220001334"
"12753","Roumiana_Metcheva","50815503","","6106","20190219222944"
"12754","Roxana_Moslehi","8103901","","8130","20190223232414"
"12755","Roy_Amara","17998007","","10951","20190219220316"
"12756","Roy_Ascott","5690494","","16504","20190219214938"
"12757","Roy_D'Andrade","2423436","","4707","20190215034655"
"12758","Roy_Gordon_Grainger","34184830","","3844","20190219221830"
"12759","Roy_Healy","7094435","","1144","20190219213711"
"12760","Roy_M._Harrison","55017915","","8543","20190226081148"
"12761","Roy_Yorke_Calne","4345117","","6438","20190224215357"
"12762","Royal_Affairs_in_Versailles","10397143","","5956","20190219141532"
"12763","Royal_Rife","1324767","","10192","20190219095551"
"12764","Rubaiyat_of_Omar_Khayyam","25686","","62628","20190225004242"
"12765","Ruben_Gerardo_Barrera","53843935","","1487","20190203062707"
"12766","Ruben_Meerman","46381345","","3604","20190224224830"
"12767","Ruben_Mirzakhanyan","52825646","","5768","20190219223051"
"12768","Ruben_Safrastyan","47456132","","5172","20190222045831"
"12769","Ruben_Zaryan","15242453","","863","20180706131110"
"12770","Rubrique-à-Brac","8075989","","4625","20190219213725"
"12771","Rubén_Castillo_Anchapuri","33665152","","451","20190210225818"
"12772","Rudi_Lemberg","12986879","","4160","20190219215751"
"12773","Rudi_Pauwels","8441253","","1946","20190102171725"
"12774","Rudi_Supek","4466266","","3353","20190213233404"
"12775","Rudie_Hermann_Kuiter","8452288","","2310","20190213233516"
"12776","Rudolf_Clausius","175146","","14405","20190224123719"
"12777","Rudolf_Criegee","2059223","","6604","20190213233246"
"12778","Rudolf_Dreikurs","1083965","","4381","20190219214024"
"12779","Rudolf_Felder","9054249","","1651","20190213233525"
"12780","Rudolf_G._Wagner","8311103","","10597","20190213233515"
"12781","Rudolf_Goldschmidt","2913374","","5534","20190220222413"
"12782","Rudolf_Hoernes","876833","","1317","20190219213942"
"12783","Rudolf_Jaffé","47369718","","4159","20190219222755"
"12784","Rudolf_K._Thauer","9053321","","3376","20190213233525"
"12785","Rudolf_Kingslake","2448182","","3010","20190213233305"
"12786","Rudolf_Klimmer","56093407","","4111","20190224035420"
"12787","Rudolf_Koechlin","41446764","","2306","20170111194407"
"12788","Rudolf_Kompfner","5015705","","3934","20190223142032"
"12789","Rudolf_König","3117940","","1473","20190217154532"
"12790","Rudolf_Martin_(anthropologist)","36838780","","1383","20190219222042"
"12791","Rudolf_Nieuwenhuys","47768686","","2255","20190219222809"
"12792","Rudolf_Peierls","1024759","","41098","20190224215316"
"12793","Rudolf_Pöch","6003701","","2056","20190213233437"
"12794","Rudolf_Raff","33569159","","5398","20190219221803"
"12795","Rudolf_Raimann_(botanist)","51038726","","3128","20190211201111"
"12796","Rudolf_Samoylovich","18953652","","3188","20190226234317"
"12797","Rudolf_Schulten","1101321","","2866","20190219214027"
"12798","Rudolf_Signer","2848286","","4513","20190219214504"
"12799","Rudolf_Sturany","41955426","","2477","20190203055820"
"12800","Rudolf_Virchow","140752","","79476","20190224215256"
"12801","Rudolf_Virchow_Award","11177972","","7776","20171003005514"
"12802","Rudolf_Virchow_Center","42661825","","2477","20190219222525"
"12803","Rudolf_Virchow_Monument","47213477","","1068","20190226234748"
"12804","Rudolf_Virchow_lecture","36314836","","13286","20190203053835"
"12805","Rudolf_Vrba","5043162","","168597","20190220223144"
"12806","Rudolf_Wegscheider","11061801","","1826","20190219215546"
"12807","Rudolf_Winter-Ebmer","55542037","","2966","20190219223222"
"12808","Rudolf_Wolf","2553527","","9364","20190224123856"
"12809","Rudolf_Zahradník","2522201","","1448","20190224123855"
"12810","Rudolph_A._Marcus","424410","","12758","20190224224601"
"12811","Rudolph_Leibel","38747319","","26406","20190219222216"
"12812","Rudolph_Schild","17051408","","2286","20190203041219"
"12813","Rudolph_Schoenheimer","669677","","5788","20190219213902"
"12814","Rudolph_Yanovskiy","9520164","","1792","20190109045253"
"12815","Rudolphina_Menzel","13926702","","3181","20190203035621"
"12816","Rudolphine_Tables","3288669","","8816","20190221232233"
"12817","Rudranath_Capildeo","1527061","","11296","20190223213821"
"12818","Rudy_Dekeyser","11205212","","1801","20190102171725"
"12819","Rudy_Kennedy","25240904","","7172","20190203045102"
"12820","Rui_Faleiro","4467178","","2272","20190219213631"
"12821","Rui_L._Reis","41392177","","8147","20190219222427"
"12822","Ruksana_Osman","56220381","","3234","20190219223252"
"12823","Runner_of_the_Mountain_Tops","25614120","","1589","20190226232524"
"12824","Rupert_Moser","32745242","","1052","20190215034948"
"12825","Rupert_Wildt","2114044","","4078","20190219214313"
"12826","Ruqian_Wu","53843914","","1383","20190203062707"
"12827","Ruslan_Bakytzhanovich_Zhumagulov","50407750","","4516","20190219222931"
"12828","Ruslan_Medzhitov","33304132","","3466","20190219221750"
"12829","Russell's_paradox","46095","","27204","20190219213542"
"12830","Russell's_teapot","4070755","","15468","20190226001917"
"12831","Russell_A._Livigni","43630746","","1897","20190203060317"
"12832","Russell_Doolittle","20874146","","5731","20190217005625"
"12833","Russell_E._Train","6127162","","16212","20190219215018"
"12834","Russell_Gray","31697885","","1791","20190203051930"
"12835","Russell_Greiner","48716446","","2137","20190219222841"
"12836","Russell_Grimwade","58162397","","2544","20190213234149"
"12837","Russell_J._Donnelly","39539911","","3000","20190213233957"
"12838","Russell_J._Howard","35930531","","19067","20190226232118"
"12839","Russell_K._Standish","7799569","","2850","20190219215214"
"12840","Russell_L._De_Valois","48013821","","19158","20190203061512"
"12841","Russell_McCormmach","54494821","","5303","20190213234129"
"12842","Russell_Ormond_Redman","17417840","","2455","20190203041355"
"12843","Russell_Tribunal","627335","","31499","20190224215310"
"12844","Russell_Zguta","11024951","","3445","20190215034801"
"12845","Ruth_Aylett","509729","","2915","20190226133908"
"12846","Ruth_Cohn","3548109","","9336","20190219214644"
"12847","Ruth_Gates","58903443","","17051","20190224224911"
"12848","Ruth_Gregory","42175302","","7187","20190224224818"
"12849","Ruth_Hubbard","9492954","","20129","20190224215442"
"12850","Ruth_Lyttle_Satter_Prize_in_Mathematics","37554140","","12176","20190226234644"
"12851","Ruth_Mace","52914311","","8570","20190223171941"
"12852","Ruth_Misener","56406641","","7301","20190219223259"
"12853","Ruth_Patrick","1698749","","11105","20190224215326"
"12854","Ruth_Sager","4662204","","12610","20190219214824"
"12855","Ruth_Wedgwood","6692452","","4822","20190219215055"
"12856","Rutherford_backscattering_spectrometry","14189709","","24882","20190203035756"
"12857","Rutherford_model","3917813","","9803","20190222133248"
"12858","Rutherford_scattering","25985","","11813","20190219213535"
"12859","Ruthilde_Boesch","59834553","","7712","20190224204730"
"12860","Ruy_Barbosa_Popolizio","43233241","","1217","20190210225824"
"12861","Ruy_Luís_Gomes","4195382","","3050","20190219213625"
"12862","Ryan_Hodierne","52461839","","2837","20190219223041"
"12863","Ryan_Wolfe","6997694","","15990","20190220001335"
"12864","Rylie_Green","56507034","","5750","20190219223303"
"12865","Ryoo_Ryong","33979433","","18100","20190225004412"
"12866","Ryszard_S._Michalski","44805159","","7829","20190224224827"
"12867","Ryuzo_Yanagimachi","2505951","","10474","20190219214415"
"12868","Ryōji_Noyori","54420","","11617","20190226231248"
"12869","Råshult","2349684","","917","20190224143025"
"12870","Róbert_Bárány","240218","","6219","20190224123723"
"12871","Róbert_Szelepcsényi","1370724","","1584","20190208113925"
"12872","Róisín_Owens","56570533","","7360","20190219223305"
"12873","Röntgen_Memorial_Site","43514200","","4008","20190203060255"
"12874","Rüdiger_Lautmann","19161207","","3974","20190213233715"
"12875","Rıza_Tevfik_Bölükbaşı","7890739","","11294","20190225004322"
"12876","Růžena_Vacková","48544239","","4129","20190203061628"
"12877","S.M._Ullah","34770218","","10708","20190221144155"
"12878","S._Cofré","3933830","","3216","20190206000321"
"12879","S._Debono","33580540","","4658","20190219221804"
"12880","S._G._Dani","31143787","","3865","20190219221555"
"12881","S._Ganesh","56327804","","15284","20190224002625"
"12882","S._K._Satheesh","52807957","","31386","20190221203323"
"12883","S._Pancharatnam","10984005","","4479","20190219215541"
"12884","S._R._Srinivasa_Varadhan","9638038","","13592","20190226234052"
"12885","S._Ramachandran_(scientist)","58228457","","1476","20190203063506"
"12886","S._Ramanan","24022327","","11243","20190224215627"
"12887","S._Ramaseshan","25187919","","3809","20190219221049"
"12888","S._T._Narasimhan","51981813","","4253","20190209170901"
"12889","SN_1572","2146163","","17200","20190224143025"
"12890","SP-350_Denise","1940615","","4994","20190203013837"
"12891","SS_Guglielmo_Marconi","20076145","","3836","20190203042620"
"12892","SS_Leonardo_da_Vinci_(1960)","15663442","","14435","20190219220053"
"12893","Saana_Svärd","56784988","","3442","20190215215725"
"12894","Saba_Valadkhan","2439093","","2823","20190219213543"
"12895","Sabatino_de_Ursis","16891894","","5010","20190226232141"
"12896","Sabba_S._Ștefănescu","7220606","","6443","20190119112501"
"12897","Sabina_Jeschke","36533289","","12693","20190219222021"
"12898","Sabina_Spielrein","2425513","","55639","20190226231358"
"12899","Sabine_Dittmann","43556814","","5986","20190224215815"
"12900","Sabine_Stanley","53424910","","861","20190203062626"
"12901","Sabir_Yunusov","364059","","2199","20190219213450"
"12902","Sabri_Ergun","24951120","","2578","20190219221037"
"12903","Sadamichi_Maekawa","53844286","","4996","20190219223134"
"12904","Saddek_Rabah","35601368","","8112","20190224224755"
"12905","Sadek_Hilal","31527758","","8105","20190219221616"
"12906","Sadiqali_Abbas_Rangwala","43972870","","1370","20190203060415"
"12907","Saeed_Reza_Ghaffari","19878404","","2013","20190219213934"
"12908","Saeid_Abbasbandy","36871705","","2309","20190219222044"
"12909","Safdar_Kiyani","17315238","","4550","20190219220242"
"12910","Sagan_Planet_Walk","37685680","","14418","20190225024121"
"12911","Sagan_standard","52269871","","6055","20190219021756"
"12912","Saharon_Shelah","331211","","13367","20190226235609"
"12913","Said_Ashour","24330270","","2568","20190215034847"
"12914","Said_Djauharsjah_Jenie","39349922","","4631","20190219214341"
"12915","Said_S._Bedair","59022520","","5511","20190219214718"
"12916","Sala_Senkayi","59492054","","5016","20190219223450"
"12917","Salamanders_in_folklore","11175690","","20265","20190224215456"
"12918","Salawat_Gallyamov","58433114","","8106","20190219223409"
"12919","Salaì","31258576","","11482","20190226234552"
"12920","Saleem_Ali_(academic)","4534732","","12538","20190219214815"
"12921","Saleemul_Huq","22616917","","3862","20190221173808"
"12922","Saleh_Ajeery","48550955","","1008","20190223010450"
"12923","Salih_Zeki","37955217","","2168","20190225020935"
"12924","Salim_Abdool_Karim","43962968","","4346","20190224215817"
"12925","Salim_Mehmud","25511821","","13649","20190219221106"
"12926","Salimuzzaman_Siddiqui","6857524","","22637","20190226053016"
"12927","Salinee_Tavaranan","52599291","","7116","20190219223045"
"12928","Salinon","16922787","","4607","20190203041050"
"12929","Sally_J._Rogers","50987249","","2752","20190219222951"
"12930","Sally_Norton","43555035","","3440","20190203060305"
"12931","Sally_Poncet","51262767","","16870","20190226081147"
"12932","Sally_Ride","94289","","41157","20190226231250"
"12933","Salma_Al_Kindi","57443136","","965","20190203063338"
"12934","Salome_Gluecksohn-Waelsch","4454022","","8684","20190224215358"
"12935","Salomon_Bochner","987847","","7666","20190221010843"
"12936","Salomon_Franck","21068963","","7124","20190213233730"
"12937","Salomon_Kalischer","5880394","","2516","20190213233435"
"12938","Salomon_Müller","719064","","3006","20190223163134"
"12939","Salomon_Z._Langer","50566828","","12822","20190203062024"
"12940","Salva_veritate","3775601","","3361","20190219202529"
"12941","Salvador_Luria","256313","","12740","20190219213731"
"12942","Salvador_del_Mundo_(chemist)","55825249","","3372","20190219223235"
"12943","Salvatore_Rampone","24132176","","3442","20190224215627"
"12944","Sam_Beckett","6286802","","19820","20190220001335"
"12945","Samantha_Carter","690212","","36308","20190224193729"
"12946","Samantha_Hall","51384985","","4505","20190203062206"
"12947","Samantha_John","52519539","","1672","20190203062437"
"12948","Samantha_Yammine","57075585","","12560","20190219223321"
"12949","Samar_Mubarakmand","4989510","","33216","20190226053016"
"12950","Samarkand_(novel)","33688205","","3369","20190221121937"
"12951","Samaun_Samadikun","19744023","","13243","20190219220516"
"12952","Samir_Amin","2534560","","17742","20190226234032"
"12953","Samir_D._Mathur","46258423","","4905","20190219222714"
"12954","Samir_Das","41430247","","1884","20190219222429"
"12955","Samir_Khuller","41444827","","1901","20190203055646"
"12956","Samir_Kumar_Saha","55619970","","12553","20190219223227"
"12957","Samira_Kiani","60029582","","6917","20190222144610"
"12958","Sampat_Kumar_Tandon","52651001","","18746","20190219223046"
"12959","Samson_Abramsky","892852","","11975","20190224224606"
"12960","Samuel_Achilefu","49003283","","3245","20190203061735"
"12961","Samuel_Allport","2643046","","3245","20190221011358"
"12962","Samuel_Balto","1131702","","5095","20190219214033"
"12963","Samuel_C._Lind","19277655","","1751","20190213233716"
"12964","Samuel_Devons","4365526","","4678","20190219214802"
"12965","Samuel_Feltman","21618825","","4735","20190203043344"
"12966","Samuel_Galton_Jr.","343024","","2832","20190224195150"
"12967","Samuel_George_Morton","1723628","","17508","20190224215327"
"12968","Samuel_Gitler_Hammer","35712476","","4920","20190224215735"
"12969","Samuel_Goldman","15028704","","2868","20190219220001"
"12970","Samuel_Goudsmit","1461224","","8740","20190224123818"
"12971","Samuel_Hibben","28853192","","8453","20190219221404"
"12972","Samuel_Insull","738482","","30498","20190222004926"
"12973","Samuel_Karlin","15880746","","13390","20190224215528"
"12974","Samuel_L._Braunstein","1936653","","4488","20190219214248"
"12975","Samuel_Lasz","2498295","","1143","20190130081238"
"12976","Samuel_Linde","8959930","","3747","20190226001947"
"12977","Samuel_Linnaeus","46221922","","1072","20190203060959"
"12978","Samuel_Madden_(computer_scientist)","19114867","","5935","20190224224714"
"12979","Samuel_Okoye","25933834","","15912","20190222162616"
"12980","Samuel_Pierpont_Langley","93840","","22907","20190224221513"
"12981","Samuel_Russell_Feaver","34618475","","959","20190203053125"
"12982","Samuel_Sinyangwe","50705340","","16123","20190219222940"
"12983","Samuel_T._Anders","4413521","","18168","20190220001334"
"12984","Samuel_Tertius_Galton","843225","","2521","20190203012126"
"12985","Samuel_Thomas_von_Sömmerring","2070316","","6806","20190224123839"
"12986","Samuel_Tolansky","4704322","","7777","20190219214828"
"12987","Samuel_Vince","3386222","","4590","20190213233335"
"12988","Samuel_Walter_Johnson_Smith","34831159","","1178","20190203053215"
"12989","Samuel_Wesley_Stratton","803533","","12224","20190225024051"
"12990","Samuel_Yates","1560859","","1561","20190203013233"
"12991","Samvel_K._Shoukourian","55564902","","3761","20190219214647"
"12992","San_Thang","57655202","","5620","20190222045834"
"12993","Sanctuary_of_Sorrow","2413190","","409","20190119111236"
"12994","Sandip_Trivedi","21759262","","4126","20190224215612"
"12995","Sandman_(Wesley_Dodds)","411372","","22269","20190220232243"
"12996","Sandra_Arlinghaus","50604680","","3669","20190213234106"
"12997","Sandra_Cauffman","50672140","","9047","20190203062041"
"12998","Sandra_Waxman","38574394","","11487","20190203054730"
"12999","Sandro_Porceddu","47448127","","6385","20190216044534"
"13000","Sandro_Stringari","52317894","","9295","20190225151121"
"13001","Sandy_Cheeks","253039","","6339","20190224145131"
"13002","Saneeya_Hussain","1868081","","2277","20190215034644"
"13003","Sanford_Alexander_Moss","31201285","","7242","20190219221558"
"13004","Sanghamitra_Bandyopadhyay","44152621","","5239","20190219222615"
"13005","Sanjay_Subrahmanyam","21433166","","9491","20190219220706"
"13006","Sanjaya_Rajaram","44143793","","5146","20190219222615"
"13007","Sanjeev_Dhurandhar","49408289","","2908","20190219222902"
"13008","Sanjeev_Khanna","41361460","","3981","20190219222426"
"13009","Sant_Rajinder_Singh_Ji_Maharaj","7003920","","26821","20190219215121"
"13010","Sant_Singh_Virmani","49186380","","4082","20190224204509"
"13011","Santa_J._Ono","19226737","","33532","20190224224714"
"13012","Santanu_Bhattacharya","52407833","","11772","20190226233827"
"13013","Santiago_Americano_Freire","8547344","","10463","20190215034750"
"13014","Santiago_Antúnez_de_Mayolo","6232752","","3240","20190213233441"
"13015","Santiago_Ramón_y_Cajal","256599","","24833","20190225004246"
"13016","Santorio_Santorio","3465592","","9650","20190226001915"
"13017","Santosh_Kumar_Srivastava","53839792","","1431","20190219190932"
"13018","Santosh_Kurinec","58962843","","9492","20190224224911"
"13019","Sara_Akbar","55999621","","10335","20190226234841"
"13020","Sara_Josephine_Baker","7879613","","16897","20190219215220"
"13021","Sara_Seager","10597273","","16520","20190224224655"
"13022","Sara_Sidle","2394819","","26729","20190224215336"
"13023","Sarah_Amiri","57780099","","5956","20190219223347"
"13024","Sarah_Bavly","52811166","","15146","20190227032701"
"13025","Sarah_E_Reisman","58002385","","13853","20190219223355"
"13026","Sarah_Gordon","2683845","","4297","20190224215340"
"13027","Sarah_Gott","37987951","","3524","20190216180434"
"13028","Sarah_Hörst","57040869","","8241","20190219223320"
"13029","Sarah_K._Noble","43742301","","4575","20190219222600"
"13030","Sarah_Salmond","34382650","","665","20190203053021"
"13031","Sarah_Teichmann","45615673","","28248","20190224224829"
"13032","Sarsen_Amanzholov","14425896","","3198","20190219213827"
"13033","Sathees_Chukkurumbal_Raghavan","41519671","","1917","20190203055658"
"13034","Satinder_Vir_Kessar","52264526","","17944","20190226233824"
"13035","Satori_Kato","10397639","","1432","20190203032547"
"13036","Satoru_Miyano","56886313","","2572","20190226081026"
"13037","Satoshi_Kawata","18823024","","3672","20190213223850"
"13038","Satoshi_Nakamura","47503850","","3332","20190215035120"
"13039","Satosi_Watanabe","17370213","","7976","20190219220245"
"13040","Satoyasu_Iimori","53479547","","7147","20190219223117"
"13041","Satwant_Singh_Dhaliwal","35305461","","4517","20190221173833"
"13042","Satya_Churn_Law","21247166","","1600","20190203043203"
"13043","Satyajit_Mayor","37723311","","5288","20190219222122"
"13044","Satyu_Yamaguti","45322445","","7767","20190226081145"
"13045","Saul_Adler","4345051","","8465","20190225225539"
"13046","Saul_Sternberg","20808947","","5164","20190215034833"
"13047","Saul_Tigh","3065293","","25430","20190220001334"
"13048","Saul_Winstein","16862544","","3027","20190219220215"
"13049","Saunders_Mac_Lane","336574","","15456","20190221011602"
"13050","Sauveur_François_Morand","45693746","","4221","20190203060948"
"13051","Sava_Dumitrescu","19914472","","2902","20190219220530"
"13052","Sava_Grozdev","14904909","","3215","20190219213832"
"13053","Savas_Matsas","38293637","","4602","20190219214323"
"13054","Savenaca_Siwatibau","2161305","","4418","20190213233250"
"13055","Savilian_Professor_of_Astronomy","3358868","","51927","20190226215118"
"13056","Sawsan_Ali_Sharifi","55693168","","5337","20190203062955"
"13057","Scarecrow_(DC_Comics)","312562","","90146","20190226173337"
"13058","Scene_at_the_Signing_of_the_Constitution_of_the_United_States","1213518","","9525","20190226135215"
"13059","Schloss_Tegel","52962459","","5130","20190213234122"
"13060","Schlumberger_brothers","635808","","5999","20190206133121"
"13061","Schrödinger_functional","2864928","","4566","20180126144057"
"13062","Schrödinger_method","891150","","2802","20181221103250"
"13063","Schrödinger_picture","419200","","11855","20190204165804"
"13064","Schweitzer_(film)","49827921","","1365","20190203061909"
"13065","Sciblogs.co.nz","26855751","","5762","20190203045722"
"13066","Science_Development_Foundation_(Azerbaijan)","56373552","","6862","20190203063104"
"13067","Science_Moms","55829448","","21040","20190224224901"
"13068","Scientific_phenomena_named_after_people","511222","","70896","20190215034621"
"13069","Scientist","26997","","40713","20190224215250"
"13070","Scientist_Supreme","26809559","","12407","20190213185105"
"13071","Scipione_Breislak","2266333","","2960","20190221011338"
"13072","Scipione_Riva-Rocci","5801632","","8588","20190224143053"
"13073","Scorcher_(comics)","8020533","","7964","20190224192615"
"13074","Scott_Aaronson","20420243","","13465","20190219220600"
"13075","Scott_Barry_Kaufman","31966834","","10104","20190224215718"
"13076","Scott_Carpenter","331379","","46612","20190227034804"
"13077","Scott_Carpenter_Space_Analog_Station","3284667","","4617","20190203015923"
"13078","Scott_G._Borg","56744958","","6639","20190203063141"
"13079","Scott_Gaudi","54236842","","6055","20190224224856"
"13080","Scott_Hocknull","5137204","","3168","20190207151454"
"13081","Scott_Hudson_(computer_scientist)","17032657","","2672","20190219220225"
"13082","Scott_L._Montgomery","4326123","","15088","20190224150339"
"13083","Scott_R._White","57581422","","2451","20190203063358"
"13084","Scott_S._Sheppard","638424","","12440","20190211074442"
"13085","Scott_Sandford","40993753","","1177","20190214132235"
"13086","Scott_Shenker","2561591","","7985","20190224224620"
"13087","Scott_Tracy","8148010","","5038","20190220001335"
"13088","Sean_Davison","57374263","","20605","20190225012313"
"13089","Sean_Munro","58511032","","3147","20190226081026"
"13090","Sean_R._Garner","38377446","","5776","20190203054657"
"13091","Sean_Solomon","29103455","","6215","20190225093244"
"13092","Sean_Whelan_(scientist)","60032357","","10800","20190226023625"
"13093","Sebastian_Kneipp","1563008","","14386","20190215150805"
"13094","Sebastiano_Vigna","55875300","","1934","20190220084428"
"13095","Sebsebe_Demissew","57426735","","7399","20190226081149"
"13096","Second_Doctor","1980551","","17024","20190224210518"
"13097","Sedat_Alp","4477028","","7071","20190213233404"
"13098","Sedat_Laçiner","23549887","","4929","20190213233755"
"13099","Segenet_Kelemu","46317030","","17691","20190219222716"
"13100","Seifallah_Randjbar-Daemi","13920709","","2236","20190219213823"
"13101","Seiichi_Aritome","53745460","","897","20190222110032"
"13102","Seiichi_Tobata","15692216","","1177","20190213223848"
"13103","Sein_Tu","35386928","","2139","20190225004415"
"13104","Sein_Tun","35399014","","2002","20190225004415"
"13105","Seinosuke_Toda","10904615","","1389","20190224215454"
"13106","Seishi_Kikuchi","29564522","","3085","20190219221443"
"13107","Seita_Emori","52658372","","1607","20190203062459"
"13108","Self-stabilization","661281","","16347","20190217123447"
"13109","Selig_Brodetsky","4601432","","6861","20190224150436"
"13110","Selman_Akbulut","4558855","","4675","20190224215359"
"13111","Sema_Sgaier","34515855","","11311","20190226081144"
"13112","Semaphore_(programming)","164557","","19013","20190216052627"
"13113","Semen_Pavlovych_Bublyk","39024722","","4681","20190219214336"
"13114","Semmelweis_reflex","17805391","","2989","20190222061629"
"13115","Semyon_Aranovich_Gershgorin","2474608","","1120","20190213233306"
"13116","Semyon_Kosberg","2749111","","2442","20190215034701"
"13117","Semyon_Volfkovich","9862467","","782","20190219213743"
"13118","Senecio_fremontii","17589296","","2582","20190224195157"
"13119","Senior_Wrangler_(University_of_Cambridge)","19355609","","67165","20190224164652"
"13120","Seok-Hyun_\"Andy\"_Yun","52996288","","4746","20190224224852"
"13121","Seok_Joo-myung","20783441","","8338","20190213233728"
"13122","Separation_of_concerns","234273","","16353","20190217005454"
"13123","Serap_Yazıcı","9863740","","4980","20190219215433"
"13124","Serdar_Kuyucak","53843940","","1391","20190203062707"
"13125","Sergei_Adian","5028401","","6389","20190221173727"
"13126","Sergei_Alexander_Schelkunoff","13498406","","6863","20190219215828"
"13127","Sergei_Izotov","59861261","","2340","20190225154704"
"13128","Sergei_Korolev","86655","","59117","20190225004243"
"13129","Sergei_M._Plekhanov","3218409","","6250","20190213233331"
"13130","Sergei_Navashin","1718853","","2014","20190219213530"
"13131","Sergei_Nikitich_Kovalev","32360563","","1806","20190219214204"
"13132","Sergei_Popov_(bioweaponeer)","31646722","","3068","20190225042920"
"13133","Sergei_Salazkin","31745273","","1991","20190203051947"
"13134","Sergei_Tochitsky","59639297","","2044","20190203063714"
"13135","Sergei_Tretyakov_(scientist)","56747102","","26779","20190225004457"
"13136","Sergei_V._Kalinin","53310496","","12356","20190224142753"
"13137","Sergei_Vonsovsky","6914365","","3700","20190213233455"
"13138","Sergey_Ambartsumian","58111309","","7244","20190221173921"
"13139","Sergey_Gavrilets","52955595","","3836","20190219223056"
"13140","Sergey_Govorushko","59714991","","3326","20190219214725"
"13141","Sergey_Markedonov","21791390","","1837","20190219213959"
"13142","Sergey_Mergelyan","5661318","","13375","20190224215407"
"13143","Sergey_Ognev","7565093","","1296","20190219213716"
"13144","Sergey_Pilipovich","51360294","","1824","20190219214614"
"13145","Sergey_Polyakov","16628416","","5673","20190209170855"
"13146","Sergey_Psakhie","30181261","","6048","20190219221508"
"13147","Sergey_Solovyov_(mathematician)","57683419","","4062","20190225004459"
"13148","Sergii_Iermakov","55508014","","13641","20190219214647"
"13149","Sergio_Doplicher","58484716","","4296","20190219214713"
"13150","Sergio_Ulloa","53844284","","1448","20190203062707"
"13151","Sergiu_Hart","18733571","","5994","20190226235609"
"13152","Sergiu_Rădăuțanu","2927146","","1628","20190224180507"
"13153","Serguei_Lvov","48849913","","2628","20190203061713"
"13154","Serkan_Golge","54298710","","5215","20190119122446"
"13155","Serpentine_dance","34788006","","2949","20190203053206"
"13156","Seska","683872","","396","20190213142828"
"13157","Set_theory","27553","","34006","20190224145014"
"13158","Seth_Green_(pisciculture)","6286148","","13987","20190219215030"
"13159","Seth_Rich","51296617","","402","20190220083328"
"13160","Seth_Stephens-Davidowitz","59868408","","6044","20190224224913"
"13161","Sethunathasarma_Krishnaswami","52617197","","15484","20190219223045"
"13162","Sethus_Calvisius","2591136","","4460","20190224123857"
"13163","Seung-Yong_Seong","55922266","","10704","20190225004455"
"13164","Seung_Chan_Kim","51649411","","5755","20190225004449"
"13165","Seven_of_Nine","97368","","49420","20190224145043"
"13166","Seventh_Doctor","1357093","","25491","20190224210516"
"13167","Severo_Ochoa","182077","","11869","20190224123720"
"13168","Severo_Ornstein","1235604","","5309","20190203012753"
"13169","Sevil_Atasoy","31581150","","3379","20190224215716"
"13170","Sewall_Wright","1700593","","18901","20190219214211"
"13171","Seweryn_Chomet","24445053","","11235","20190221010853"
"13172","Seyg-El","56923200","","5493","20190225151723"
"13173","Seyi_Oyesola","24011213","","902","20190203044543"
"13174","Seyid_Yahya_Bakuvi","36530501","","5167","20190219214255"
"13175","Seymour_Benzer","1214780","","23444","20190220020413"
"13176","Seymour_Cray","29103","","28085","20190224215250"
"13177","Seymour_Hess","32564757","","6078","20190221010854"
"13178","Seymour_S._Kety","7026056","","7694","20190213233456"
"13179","Seán_Scanlan","35439096","","3426","20190215035006"
"13180","Sgt._Pepper's_Lonely_Hearts_Club_Band","65450","","190179","20190225100110"
"13181","Shafik_Chokin","22495498","","5432","20190219214007"
"13182","Shah_M._Faruque","32658806","","7679","20190219221715"
"13183","Shah_Muhammad_Hasanuzzaman","59869073","","1129","20190219223504"
"13184","Shahen_Khachatrian","33147937","","1640","20181229054405"
"13185","Shahid_Hussain_Bokhari","5089448","","13069","20190224215403"
